Period,Accounts,Category,Note,USD,Income/Expense
2022-03-22,Credit Card,Utilities,Transaction 2643,341.42,Expense
2024-11-29,Credit Card,Transport,Transaction 2644,114.92,Expense
2023-12-11,Cash,Salary,Transaction 2645,198.25,Income
2022-05-29,Cash,Entertainment,Transaction 2646,911.17,Expense
2023-08-31,Savings,Sales,Transaction 2647,157.49,Income
2025-01-12,Credit Card,Misc,Transaction 2648,751.28,Expense
2023-03-07,Credit Card,Entertainment,Transaction 2649,428.77,Expense
2024-02-14,Checking,Salary,Transaction 2650,59.38,Income
2020-12-25,Savings,Bonus,Transaction 2651,29.82,Income
2021-11-19,Savings,Bonus,Transaction 2652,678.19,Income
2020-06-02,Savings,Transport,Transaction 2653,68.11,Expense
2023-06-05,Checking,Salary,Transaction 2654,311.57,Income
2024-02-24,Credit Card,Bonus,Transaction 2655,516.36,Income
2020-07-25,Cash,Bonus,Transaction 2656,946.45,Income
2023-01-28,Credit Card,Entertainment,Transaction 2657,255.22,Expense
2025-01-27,Checking,Misc,Transaction 2658,843.02,Expense
2021-01-16,Savings,Food,Transaction 2659,976.42,Expense
2023-01-02,Cash,Sales,Transaction 2660,131.69,Income
2020-12-09,Checking,Sales,Transaction 2661,50.05,Income
2023-01-03,Savings,Transport,Transaction 2662,801.84,Expense
2025-03-12,Cash,Utilities,Transaction 2663,898.68,Expense
2022-06-15,Checking,Stock,Transaction 2664,273.89,Income
2024-06-23,Cash,Entertainment,Transaction 2665,302.34,Expense
2020-11-27,Savings,Entertainment,Transaction 2666,870.63,Expense
2021-01-25,Savings,Bonus,Transaction 2667,387.99,Income
2024-07-10,Checking,Sales,Transaction 2668,358.33,Income
2023-05-17,Credit Card,Sales,Transaction 2669,662.56,Income
2020-06-16,Checking,Utilities,Transaction 2670,777.93,Expense
2021-11-17,Credit Card,Utilities,Transaction 2671,787.16,Expense
2023-01-13,Credit Card,Salary,Transaction 2672,404.83,Income
2025-07-29,Checking,Misc,Transaction 2673,473.95,Expense
2020-07-08,Cash,Salary,Transaction 2674,77.29,Income
2024-12-20,Credit Card,Entertainment,Transaction 2675,187.68,Expense
2022-11-03,Credit Card,Sales,Transaction 2676,713.31,Income
2020-07-09,Savings,Bonus,Transaction 2677,800.64,Income
2024-10-06,Credit Card,Entertainment,Transaction 2678,586.75,Expense
2020-10-13,Checking,Utilities,Transaction 2679,710.93,Expense
2021-03-13,Savings,Utilities,Transaction 2680,94.65,Expense
2024-07-17,Cash,Transport,Transaction 2681,378.34,Expense
2024-08-25,Credit Card,Stock,Transaction 2682,864.43,Income
2023-07-24,Savings,Salary,Transaction 2683,869.06,Income
2020-09-30,Checking,Utilities,Transaction 2684,915.24,Expense
2024-04-26,Savings,Entertainment,Transaction 2685,648.72,Expense
2020-12-27,Checking,Bonus,Transaction 2686,987.11,Income
2024-05-06,Credit Card,Transport,Transaction 2687,973.71,Expense
2020-05-21,Cash,Sales,Transaction 2688,715.68,Income
2022-09-01,Savings,Salary,Transaction 2689,718.30,Income
2021-08-15,Checking,Food,Transaction 2690,146.95,Expense
2020-08-03,Checking,Sales,Transaction 2691,315.33,Income
2025-06-19,Savings,Sales,Transaction 2692,358.32,Income
2024-05-26,Checking,Transport,Transaction 2693,562.20,Expense
2020-11-29,Credit Card,Salary,Transaction 2694,341.77,Income
2022-03-11,Savings,Misc,Transaction 2695,18.43,Expense
2024-07-12,Savings,Bonus,Transaction 2696,585.46,Income
2022-11-28,Savings,Stock,Transaction 2697,612.89,Income
2023-09-04,Checking,Salary,Transaction 2698,128.46,Income
2020-03-30,Checking,Sales,Transaction 2699,397.13,Income
2023-09-13,Checking,Bonus,Transaction 2700,498.34,Income
2025-06-22,Savings,Food,Transaction 2701,394.43,Expense
2020-06-30,Cash,Bonus,Transaction 2702,284.26,Income
2024-04-19,Checking,Sales,Transaction 2703,177.81,Income
2022-12-12,Savings,Salary,Transaction 2704,677.00,Income
2023-01-03,Cash,Bonus,Transaction 2705,365.07,Income
2020-01-23,Credit Card,Sales,Transaction 2706,430.49,Income
2021-11-17,Checking,Misc,Transaction 2707,852.13,Expense
2024-02-08,Credit Card,Utilities,Transaction 2708,865.36,Expense
2024-04-11,Credit Card,Stock,Transaction 2709,375.38,Income
2021-07-11,Checking,Utilities,Transaction 2710,960.32,Expense
2022-02-06,Cash,Misc,Transaction 2711,847.86,Expense
2024-10-21,Credit Card,Food,Transaction 2712,526.77,Expense
2021-08-10,Cash,Sales,Transaction 2713,231.35,Income
2024-10-06,Credit Card,Salary,Transaction 2714,555.74,Income
2023-03-12,Savings,Salary,Transaction 2715,702.21,Income
2020-10-15,Checking,Salary,Transaction 2716,77.47,Income
2024-08-05,Credit Card,Entertainment,Transaction 2717,149.64,Expense
2022-08-26,Cash,Food,Transaction 2718,567.73,Expense
2020-03-09,Checking,Misc,Transaction 2719,622.38,Expense
2024-03-13,Cash,Transport,Transaction 2720,371.32,Expense
2022-09-15,Savings,Food,Transaction 2721,985.28,Expense
2023-05-14,Checking,Utilities,Transaction 2722,173.76,Expense
2021-03-10,Cash,Transport,Transaction 2723,923.15,Expense
2021-06-21,Cash,Utilities,Transaction 2724,686.96,Expense
2020-05-11,Savings,Food,Transaction 2725,292.32,Expense
2023-02-14,Checking,Bonus,Transaction 2726,373.91,Income
2023-01-23,Credit Card,Utilities,Transaction 2727,561.75,Expense
2020-06-09,Cash,Misc,Transaction 2728,60.88,Expense
2020-06-07,Savings,Stock,Transaction 2729,5.21,Income
2021-03-15,Cash,Bonus,Transaction 2730,197.03,Income
2020-07-02,Credit Card,Salary,Transaction 2731,97.29,Income
2021-05-14,Savings,Utilities,Transaction 2732,200.68,Expense
2025-02-14,Credit Card,Transport,Transaction 2733,777.52,Expense
2023-05-15,Checking,Utilities,Transaction 2734,303.02,Expense
2022-12-05,Checking,Sales,Transaction 2735,876.40,Income
2020-08-25,Credit Card,Stock,Transaction 2736,13.84,Income
2023-03-26,Cash,Food,Transaction 2737,120.89,Expense
2024-06-01,Credit Card,Entertainment,Transaction 2738,428.77,Expense
2022-11-23,Checking,Stock,Transaction 2739,733.69,Income
2020-03-08,Savings,Stock,Transaction 2740,107.57,Income
2024-12-07,Credit Card,Sales,Transaction 2741,601.53,Income
2025-03-08,Savings,Utilities,Transaction 2742,798.05,Expense
2021-08-31,Savings,Stock,Transaction 2743,361.48,Income
2022-10-21,Credit Card,Entertainment,Transaction 2744,198.69,Expense
2024-09-07,Credit Card,Salary,Transaction 2745,223.46,Income
2021-02-15,Cash,Transport,Transaction 2746,321.84,Expense
2023-05-01,Cash,Food,Transaction 2747,517.08,Expense
2020-12-20,Savings,Sales,Transaction 2748,246.82,Income
2024-11-19,Savings,Entertainment,Transaction 2749,774.50,Expense
2023-12-10,Cash,Utilities,Transaction 2750,959.49,Expense
2020-02-09,Cash,Stock,Transaction 2751,960.55,Income
2025-04-18,Cash,Entertainment,Transaction 2752,596.75,Expense
2022-08-09,Savings,Transport,Transaction 2753,945.21,Expense
2022-12-25,Credit Card,Transport,Transaction 2754,590.85,Expense
2020-08-17,Cash,Misc,Transaction 2755,576.29,Expense
2023-04-11,Cash,Transport,Transaction 2756,813.71,Expense
2022-11-07,Savings,Utilities,Transaction 2757,57.05,Expense
2020-01-14,Savings,Sales,Transaction 2758,864.57,Income
2021-11-08,Cash,Utilities,Transaction 2759,336.90,Expense
2023-02-02,Checking,Utilities,Transaction 2760,120.54,Expense
2022-10-29,Cash,Utilities,Transaction 2761,135.26,Expense
2024-07-12,Savings,Food,Transaction 2762,225.01,Expense
2023-03-04,Savings,Bonus,Transaction 2763,707.97,Income
2020-05-28,Savings,Utilities,Transaction 2764,650.67,Expense
2023-10-14,Credit Card,Entertainment,Transaction 2765,346.60,Expense
2021-01-25,Credit Card,Bonus,Transaction 2766,846.70,Income
2022-08-25,Savings,Transport,Transaction 2767,472.00,Expense
2025-05-18,Cash,Salary,Transaction 2768,408.95,Income
2025-02-01,Credit Card,Bonus,Transaction 2769,837.98,Income
2023-06-29,Savings,Stock,Transaction 2770,96.60,Income
2022-07-28,Credit Card,Salary,Transaction 2771,792.20,Income
2021-06-19,Checking,Misc,Transaction 2772,847.29,Expense
2024-12-07,Savings,Salary,Transaction 2773,142.61,Income
2020-06-17,Credit Card,Salary,Transaction 2774,21.58,Income
2020-05-12,Savings,Salary,Transaction 2775,261.97,Income
2022-05-08,Credit Card,Misc,Transaction 2776,978.86,Expense
2020-01-18,Checking,Sales,Transaction 2777,190.31,Income
2022-07-10,Savings,Bonus,Transaction 2778,96.72,Income
2023-09-09,Credit Card,Entertainment,Transaction 2779,258.21,Expense
2021-07-10,Credit Card,Bonus,Transaction 2780,448.54,Income
2020-02-08,Checking,Utilities,Transaction 2781,253.49,Expense
2022-12-19,Checking,Transport,Transaction 2782,275.11,Expense
2024-09-11,Credit Card,Bonus,Transaction 2783,702.33,Income
2021-04-20,Savings,Misc,Transaction 2784,999.35,Expense
2025-07-13,Checking,Salary,Transaction 2785,242.74,Income
2021-04-17,Credit Card,Salary,Transaction 2786,743.44,Income
2025-02-02,Credit Card,Misc,Transaction 2787,13.54,Expense
2024-04-03,Cash,Sales,Transaction 2788,592.81,Income
2021-07-21,Savings,Entertainment,Transaction 2789,673.20,Expense
2025-08-10,Checking,Food,Transaction 2790,609.54,Expense
2022-04-15,Cash,Stock,Transaction 2791,129.98,Income
2021-10-06,Credit Card,Bonus,Transaction 2792,558.30,Income
2020-08-24,Checking,Misc,Transaction 2793,800.25,Expense
2020-05-08,Cash,Sales,Transaction 2794,11.32,Income
2022-05-11,Savings,Transport,Transaction 2795,656.03,Expense
2021-06-05,Credit Card,Bonus,Transaction 2796,448.59,Income
2020-02-09,Checking,Sales,Transaction 2797,159.02,Income
2024-08-20,Savings,Salary,Transaction 2798,136.82,Income
2023-02-05,Cash,Entertainment,Transaction 2799,972.32,Expense
2022-08-13,Cash,Food,Transaction 2800,950.24,Expense
2021-09-19,Savings,Stock,Transaction 2801,798.82,Income
2023-08-05,Credit Card,Salary,Transaction 2802,130.85,Income
2023-02-23,Cash,Transport,Transaction 2803,874.50,Expense
2021-12-01,Savings,Salary,Transaction 2804,411.03,Income
2022-02-01,Credit Card,Entertainment,Transaction 2805,295.55,Expense
2021-10-16,Savings,Misc,Transaction 2806,190.45,Expense
2022-10-07,Savings,Entertainment,Transaction 2807,599.31,Expense
2022-09-10,Cash,Food,Transaction 2808,452.33,Expense
2024-07-07,Cash,Food,Transaction 2809,633.52,Expense
2023-05-27,Savings,Sales,Transaction 2810,542.58,Income
2020-04-08,Savings,Misc,Transaction 2811,578.05,Expense
2021-09-16,Cash,Misc,Transaction 2812,585.79,Expense
2022-12-08,Savings,Misc,Transaction 2813,385.91,Expense
2021-04-27,Checking,Entertainment,Transaction 2814,810.95,Expense
2025-04-29,Checking,Salary,Transaction 2815,369.25,Income
2023-09-30,Credit Card,Stock,Transaction 2816,917.45,Income
2024-05-24,Savings,Salary,Transaction 2817,216.49,Income
2024-04-09,Cash,Sales,Transaction 2818,624.54,Income
2025-02-14,Credit Card,Entertainment,Transaction 2819,56.28,Expense
2024-12-26,Checking,Transport,Transaction 2820,306.61,Expense
2020-08-27,Savings,Entertainment,Transaction 2821,517.91,Expense
2022-05-28,Checking,Bonus,Transaction 2822,752.12,Income
2024-08-19,Checking,Stock,Transaction 2823,109.88,Income
2024-10-17,Credit Card,Stock,Transaction 2824,871.43,Income
2022-09-06,Savings,Misc,Transaction 2825,121.89,Expense
2021-07-22,Checking,Misc,Transaction 2826,363.90,Expense
2020-03-22,Cash,Sales,Transaction 2827,716.38,Income
2024-10-13,Cash,Transport,Transaction 2828,174.73,Expense
2020-06-15,Credit Card,Sales,Transaction 2829,453.82,Income
2023-07-10,Credit Card,Bonus,Transaction 2830,449.04,Income
2023-04-02,Credit Card,Entertainment,Transaction 2831,995.41,Expense
2020-03-23,Credit Card,Transport,Transaction 2832,302.35,Expense
2021-01-24,Cash,Stock,Transaction 2833,798.63,Income
2024-10-08,Credit Card,Bonus,Transaction 2834,385.18,Income
2025-03-21,Credit Card,Food,Transaction 2835,599.27,Expense
2022-03-31,Credit Card,Entertainment,Transaction 2836,429.52,Expense
2023-10-20,Checking,Salary,Transaction 2837,28.93,Income
2022-01-14,Credit Card,Sales,Transaction 2838,795.81,Income
2020-10-06,Cash,Misc,Transaction 2839,981.57,Expense
2020-08-15,Credit Card,Utilities,Transaction 2840,810.53,Expense
2024-10-28,Credit Card,Food,Transaction 2841,640.99,Expense
2023-11-05,Cash,Entertainment,Transaction 2842,552.64,Expense
2023-11-20,Savings,Food,Transaction 2843,793.63,Expense
2021-08-23,Savings,Entertainment,Transaction 2844,625.67,Expense
2023-09-01,Cash,Stock,Transaction 2845,97.84,Income
2023-09-20,Savings,Misc,Transaction 2846,73.34,Expense
2023-12-17,Cash,Transport,Transaction 2847,460.54,Expense
2024-02-04,Credit Card,Entertainment,Transaction 2848,675.66,Expense
2025-01-29,Credit Card,Salary,Transaction 2849,271.25,Income
2025-03-20,Savings,Salary,Transaction 2850,820.18,Income
2021-11-15,Cash,Transport,Transaction 2851,23.19,Expense
2020-09-14,Savings,Salary,Transaction 2852,465.32,Income
2024-03-07,Checking,Salary,Transaction 2853,909.69,Income
2024-02-22,Checking,Food,Transaction 2854,211.53,Expense
2023-12-24,Cash,Food,Transaction 2855,114.50,Expense
2025-01-11,Credit Card,Sales,Transaction 2856,959.86,Income
2020-01-29,Cash,Transport,Transaction 2857,316.17,Expense
2020-11-22,Cash,Food,Transaction 2858,620.50,Expense
2023-11-04,Credit Card,Entertainment,Transaction 2859,526.24,Expense
2020-04-14,Cash,Transport,Transaction 2860,801.67,Expense
2020-09-29,Savings,Stock,Transaction 2861,404.16,Income
2024-05-13,Checking,Stock,Transaction 2862,195.83,Income
2023-08-11,Savings,Sales,Transaction 2863,252.33,Income
2023-12-08,Credit Card,Salary,Transaction 2864,783.25,Income
2023-01-24,Savings,Entertainment,Transaction 2865,632.83,Expense
2020-12-04,Savings,Transport,Transaction 2866,42.24,Expense
2025-01-22,Cash,Bonus,Transaction 2867,95.22,Income
2024-11-10,Checking,Salary,Transaction 2868,471.15,Income
2022-09-19,Savings,Sales,Transaction 2869,910.94,Income
2022-05-13,Checking,Salary,Transaction 2870,893.19,Income
2023-11-03,Cash,Salary,Transaction 2871,637.39,Income
2025-04-07,Checking,Entertainment,Transaction 2872,177.80,Expense
2025-01-30,Checking,Stock,Transaction 2873,908.38,Income
2020-03-19,Checking,Stock,Transaction 2874,652.38,Income
2023-11-09,Cash,Salary,Transaction 2875,474.23,Income
2025-01-06,Savings,Utilities,Transaction 2876,692.30,Expense
2024-10-08,Credit Card,Stock,Transaction 2877,712.67,Income
2021-08-09,Credit Card,Bonus,Transaction 2878,329.70,Income
2023-06-05,Credit Card,Stock,Transaction 2879,772.46,Income
2022-09-15,Savings,Salary,Transaction 2880,291.77,Income
2025-06-12,Cash,Food,Transaction 2881,855.98,Expense
2023-03-03,Savings,Misc,Transaction 2882,640.06,Expense
2021-05-25,Credit Card,Sales,Transaction 2883,43.97,Income
2024-11-24,Cash,Stock,Transaction 2884,625.29,Income
2022-09-10,Savings,Entertainment,Transaction 2885,573.43,Expense
2022-08-17,Cash,Entertainment,Transaction 2886,302.45,Expense
2022-01-16,Credit Card,Utilities,Transaction 2887,941.03,Expense
2024-06-22,Cash,Stock,Transaction 2888,156.83,Income
2020-08-19,Checking,Stock,Transaction 2889,105.47,Income
2024-11-22,Credit Card,Transport,Transaction 2890,355.57,Expense
2024-01-09,Savings,Bonus,Transaction 2891,416.77,Income
2025-06-19,Checking,Utilities,Transaction 2892,75.23,Expense
2023-08-19,Checking,Entertainment,Transaction 2893,202.27,Expense
2022-03-20,Savings,Misc,Transaction 2894,451.61,Expense
2020-06-28,Credit Card,Food,Transaction 2895,884.76,Expense
2024-06-18,Credit Card,Salary,Transaction 2896,902.31,Income
2022-12-27,Credit Card,Food,Transaction 2897,542.20,Expense
2021-04-24,Savings,Salary,Transaction 2898,87.44,Income
2021-04-21,Credit Card,Misc,Transaction 2899,84.98,Expense
2023-11-05,Cash,Entertainment,Transaction 2900,843.80,Expense
2021-11-27,Cash,Stock,Transaction 2901,102.42,Income
2020-02-07,Cash,Misc,Transaction 2902,0.20,Expense
2024-01-24,Credit Card,Salary,Transaction 2903,225.11,Income
2022-12-04,Savings,Misc,Transaction 2904,908.03,Expense
2023-10-18,Credit Card,Transport,Transaction 2905,143.38,Expense
2023-05-26,Checking,Salary,Transaction 2906,959.49,Income
2020-11-12,Checking,Sales,Transaction 2907,392.82,Income
2025-03-17,Credit Card,Stock,Transaction 2908,545.79,Income
2023-10-08,Credit Card,Bonus,Transaction 2909,32.20,Income
2022-03-06,Credit Card,Entertainment,Transaction 2910,260.12,Expense
2024-04-28,Savings,Utilities,Transaction 2911,511.94,Expense
2023-08-04,Credit Card,Misc,Transaction 2912,586.40,Expense
2024-12-16,Savings,Transport,Transaction 2913,920.36,Expense
2022-06-07,Credit Card,Utilities,Transaction 2914,553.31,Expense
2024-12-08,Checking,Misc,Transaction 2915,499.60,Expense
2020-06-24,Cash,Salary,Transaction 2916,564.23,Income
2024-07-13,Checking,Stock,Transaction 2917,885.12,Income
2021-08-16,Savings,Salary,Transaction 2918,949.32,Income
2020-08-19,Savings,Bonus,Transaction 2919,932.03,Income
2021-04-19,Cash,Sales,Transaction 2920,471.65,Income
2021-11-28,Credit Card,Stock,Transaction 2921,60.01,Income
2022-01-20,Checking,Salary,Transaction 2922,171.22,Income
2025-05-29,Credit Card,Transport,Transaction 2923,529.56,Expense
2020-04-28,Cash,Transport,Transaction 2924,585.79,Expense
2020-07-26,Credit Card,Food,Transaction 2925,455.24,Expense
2024-05-19,Checking,Food,Transaction 2926,816.75,Expense
2025-03-18,Savings,Transport,Transaction 2927,437.71,Expense
2020-09-07,Checking,Entertainment,Transaction 2928,464.45,Expense
2022-12-04,Savings,Entertainment,Transaction 2929,320.44,Expense
2020-03-22,Credit Card,Salary,Transaction 2930,897.68,Income
2021-08-02,Savings,Food,Transaction 2931,310.06,Expense
2023-11-22,Checking,Salary,Transaction 2932,665.63,Income
2022-08-30,Credit Card,Utilities,Transaction 2933,924.65,Expense
2021-03-09,Savings,Sales,Transaction 2934,934.01,Income
2021-02-08,Savings,Bonus,Transaction 2935,646.03,Income
2021-01-29,Checking,Bonus,Transaction 2936,91.60,Income
2021-04-24,Savings,Bonus,Transaction 2937,372.48,Income
2020-06-06,Credit Card,Misc,Transaction 2938,959.65,Expense
2021-11-02,Checking,Bonus,Transaction 2939,288.74,Income
2023-06-04,Checking,Stock,Transaction 2940,721.73,Income
2020-06-16,Checking,Entertainment,Transaction 2941,724.25,Expense
2020-09-15,Savings,Stock,Transaction 2942,409.30,Income
2023-01-15,Savings,Sales,Transaction 2943,902.34,Income
2025-04-29,Checking,Transport,Transaction 2944,404.61,Expense
2024-05-30,Cash,Misc,Transaction 2945,952.30,Expense
2021-03-10,Checking,Salary,Transaction 2946,5.72,Income
2025-07-16,Savings,Salary,Transaction 2947,984.96,Income
2023-12-10,Savings,Salary,Transaction 2948,909.17,Income
2021-03-21,Savings,Entertainment,Transaction 2949,809.65,Expense
2024-07-20,Cash,Food,Transaction 2950,237.15,Expense
2021-10-20,Credit Card,Transport,Transaction 2951,445.96,Expense
2024-02-27,Savings,Transport,Transaction 2952,571.15,Expense
2022-10-23,Checking,Misc,Transaction 2953,203.87,Expense
2024-06-16,Cash,Misc,Transaction 2954,56.56,Expense
2020-03-17,Checking,Salary,Transaction 2955,347.32,Income
2021-03-06,Credit Card,Food,Transaction 2956,453.04,Expense
2020-12-05,Cash,Sales,Transaction 2957,162.49,Income
2025-04-05,Credit Card,Misc,Transaction 2958,13.75,Expense
2022-12-27,Cash,Utilities,Transaction 2959,322.27,Expense
2020-03-24,Credit Card,Utilities,Transaction 2960,530.16,Expense
2021-12-14,Cash,Utilities,Transaction 2961,554.43,Expense
2025-02-12,Cash,Entertainment,Transaction 2962,51.41,Expense
2024-01-07,Checking,Entertainment,Transaction 2963,169.07,Expense
2024-04-29,Credit Card,Misc,Transaction 2964,367.85,Expense
